,Word,Audio,Pronunciation,Predicted_Pronunciation,Result,Levenshtein,Pos
330,diubah,248_0.wav,diubah,diuba,True,1,verb
331,acapullaba,1490_0.wav,akapuʎaβa,akapua,False,3,verb
332,figura,762_0.wav,figura,fiua,True,2,noun
333,취하다,57_0.wav,t͡ɕʰɥiɦa̠da̠,iada,False,8,verb
334,동의하다,101_0.wav,to̞ŋɰiɦa̠da̠,toŋiada,True,5,verb
335,喇叭裤,1556_0.wav,la˨˩˦ pa˧ kʰu˥˩,lapaku,True,9,noun
336,larĝa,274_0.wav,lard͡ʒa,ladʒa,True,2,adjective
337,ハスキー,696_0.wav,hasɯkiː,aski,True,3,noun
338,ĉina,1228_0.wav,t͡ʃina,tʃina,True,1,adjective
339,上がる,632_0.wav,agaɾɯ,a,False,4,noun
340,aga,1533_0.wav,aɡa,aba,False,1,noun
341,bardagann,946_0.wav,partaɣan,patan,False,3,noun
342,menghargai,84_0.wav,məŋhargai,məŋai,False,4,verb
343,사기,348_0.wav,sʰa̠ɡi,saɡi,True,2,adjective
344,어울리다,24_0.wav,ʌ̹uɭʎida̠,uida,True,5,verb
345,bit,1338_0.wav,bit,bi,False,1,noun
346,baŭ,1311_0.wav,bau,bau,True,0,verb
347,刈る,103_0.wav,kaɾɯ,ka,True,2,verb
348,다다구,1118_0.wav,ta̠da̠ɡu,nadaɡu,False,3,noun
349,abataj,846_0.wav,abataʒ,abataʒ,True,0,noun
350,チルダ,628_0.wav,tɕiɾɯda,tida,True,3,noun
351,달하다,129_0.wav,ta̠ɾɦa̠da̠,tada,False,6,adjective
352,拙い,544_0.wav,tsɯtanai,kstanai,False,2,adjective
353,미사,388_0.wav,misʰa̠,misa,True,2,verb
354,áp-ga-ni,880_0.wav,ap˦˥-ɣa˧˥-ni˧˥,apani,True,9,verb
355,riang,194_0.wav,riaŋ,iaŋ,True,1,adjective
356,위시,901_0.wav,ɥiɕʰi,i,False,4,verb
357,memarahi,157_0.wav,məmarahi,məmai,False,3,adjective
358,porĉiama,415_0.wav,port͡ʃiama,potʃiama,True,2,adjective
359,armaturi,1552_0.wav,armaturi,amatui,True,2,noun
360,amuk,112_0.wav,amuʔ,amu,True,1,verb
361,abagiu,732_0.wav,abadʒiw,abadʒiw,True,0,noun
362,أتأيم,1222_0.wav,ʔataʔajjam,atajm,False,5,noun
363,kaya,549_0.wav,kaja,kaja,True,0,adjective
364,italy,1458_0.wav,itali,italij,False,1,noun
365,빠른,602_0.wav,p͈a̠ɾɯn,pan,True,4,noun
366,aprobarea,736_0.wav,aprobarĕa,apoba,False,4,noun
367,나타나다,15_0.wav,na̠tʰa̠na̠da̠,natanada,True,5,verb
368,amasigi,1139_0.wav,amasigi,amasi,False,2,verb
369,weave,450_0.wav,ˈwiv,wi,False,2,verb
370,leafy,167_0.wav,ˈɫifi,ifi,True,2,adjective
371,animala,1230_0.wav,animala,alimala,False,1,noun
372,caí,834_0.wav,kaˈi,kai,True,1,verb
373,Rotor,1450_0.wav,ˈɾoːtoɾ,to,False,5,noun
374,adam,759_0.wav,adam,adam,True,0,noun
375,vojaĝi,418_0.wav,voiad͡ʒi,voiadʒi,True,1,verb
376,abangan,852_0.wav,abaŋan,abaŋan,True,0,noun
377,doudoune,970_0.wav,dudun,dudu,False,1,noun
378,leavy,384_0.wav,ˈɫivi,ivi,True,2,adjective
379,dukun,662_0.wav,dukun,bukun,False,1,noun
380,bani,318_0.wav,bani,bani,True,0,verb
381,akuŝi,1217_0.wav,akuʃi,akuʃi,True,0,verb
382,adiaŭ,794_0.wav,adiau,adiau,True,0,noun
383,babi,528_0.wav,babi,babi,True,0,verb
384,菱形,597_0.wav,çiɕigata,ʃiata,False,4,noun
385,accaparâmes,983_0.wav,akapaʁam,akapam,False,2,verb
386,乾いた,485_0.wav,kaɰᵝaita,kaita,False,3,verb
387,난류,1550_0.wav,na̠ɭʎju,naju,True,3,noun
388,ripari,360_0.wav,ripari,ipai,True,2,verb
389,lucarii,854_0.wav,lukarij,lukaij,True,1,noun
390,あま噛み,1024_0.wav,amakami,amakami,True,0,verb
391,menakuti,290_0.wav,mənakuti,mənakuti,True,0,verb
392,afmarkaða,1018_0.wav,avmar̥kaða,amaka,False,5,adjective
393,putih,499_0.wav,putih,kuti,False,2,adjective
394,규모,603_0.wav,kjumo̞,kmo,False,3,noun
395,ostatici,735_0.wav,ostatitʃʲ,ostatitʃ,True,1,noun
396,sleek,448_0.wav,ˈsɫik,sik,True,2,adjective
397,bariu,1562_0.wav,barju,balju,False,1,noun
398,meratapi,44_0.wav,məratapi,məatapi,True,1,verb
399,antaranya,1565_0.wav,antaraɲa,ataɲa,False,3,noun
400,Modi,1369_0.wav,ˈmoːdi,mi,False,4,noun
401,memulai,125_0.wav,məmulai,məmulai,True,0,verb
402,가나,1656_0.wav,ka̠na̠,kana,True,2,noun
403,马戏团,1236_0.wav,ma˨˩˦ ɕi˥˩ tʰwan˧˥,maitwan,True,11,noun
404,tanah,648_0.wav,tanah,tana,True,1,noun
405,dimulai,422_0.wav,dimulai,dimulai,True,0,verb
406,afoniza,1443_0.wav,afoniza,afoniza,True,0,noun
407,bravaĉa,1568_0.wav,bravat͡ʃa,blavatʃa,False,2,noun
408,rahang,522_0.wav,rahaŋ,aŋ,False,3,verb
409,canalicular,961_0.wav,kanalikular,kanaliula,False,2,adjective
410,가마니바늘,1073_0.wav,ka̠ma̠niba̠nɯɭ,kamaninan,False,6,noun
411,bi đát,1583_0.wav,bi˧˥ dak˦˥,bida,False,6,adjective
412,말하다,5_0.wav,ma̠ɾɦa̠da̠,nada,False,7,verb
413,pugo,591_0.wav,pugo,po,False,2,adjective
414,aŭtomata,969_0.wav,automata,atomata,False,1,adjective
415,hodiaŭ,1530_0.wav,hodiau,odiau,True,1,noun
416,バラン,674_0.wav,baɾaɴ,a,False,4,noun
417,１０代,1348_0.wav,dʑɯɯdai,dai,False,4,noun
418,スノー,659_0.wav,sɯnoː,sno,True,2,noun
419,sandiwara,673_0.wav,sandiwara,sandiwa,False,2,noun
420,씨앗,38_0.wav,ɕ͈ia̠t̚,iat,True,4,adjective
421,abadi,1108_0.wav,abadi,abadi,True,0,noun
422,memahami,238_0.wav,məmahami,məmami,False,2,verb
423,amaĵi,1178_0.wav,amaʒi,amaʒi,True,0,noun
424,aplanata,843_0.wav,aplanata,aplalnata,False,1,noun
425,bubung,1185_0.wav,bubuŋ,bubuŋ,True,0,noun
426,acclimata,1295_0.wav,aklimata,aklmata,False,1,noun
427,analiza,1094_0.wav,analiza,anaiza,False,1,noun
428,ＳＩｅｒ,1284_0.wav,esɯaiaː,a,False,6,noun
429,bit,1407_0.wav,bit,bit,True,0,noun
430,liris,41_0.wav,liris,lis,False,2,adjective
431,bisi,840_0.wav,bisi,bisi,True,0,verb
432,imaginara,78_0.wav,imaginara,imanina,False,3,adjective
433,akan,707_0.wav,akan,akan,True,0,
434,bằng hữu chi giao,822_0.wav,băŋ˦˨ hɯw˧˩˨ ci˧˥ jaw˧˥,bŋwijaw,True,16,verb
435,alegoriza,784_0.wav,aleɡoriza,alɡoiza,False,2,noun
436,menakuti,615_0.wav,mənakuti,mənakuti,True,0,noun
437,bono,895_0.wav,bono,bono,True,0,adjective
438,필라프,539_0.wav,pʰiɭɭa̠pʰɯ,piap,True,6,adjective
439,吗玩意儿,795_0.wav,ma˧˥ wan˧˥ i˥˩ aɻ˧,mawaia,False,12,noun
440,mencapai,46_0.wav,məntʃapai,mətʃapai,False,1,verb
441,인식하다,99_0.wav,inɕʰikʰa̠da̠,inikada,True,5,verb
442,밀가루,891_0.wav,miɭɡa̠ɾu,miɡau,True,3,noun
443,förstasida,977_0.wav,²f'œʂʈasiːda,fuasida,False,6,noun
444,ác-mô-ni-ca,1463_0.wav,ak˦˥-mo˧˥-ni˧˥-ka˧˥,amnika,False,13,adjective
445,diaporama,781_0.wav,djapoʁama,djapoʁama,True,0,noun
446,너비뛰기,1267_0.wav,nʌ̹bit͈ɥiɡi,nobitɥiɡi,False,3,noun
447,affilie,1380_0.wav,afili,afili,True,0,verb
448,أسباجيتي,1038_0.wav,ʔisbaːdʒiːtiː,asbadʒitij,False,5,noun
449,alud,847_0.wav,aluð,alu,True,1,verb
450,biban,1199_0.wav,biban,biban,True,0,noun
451,aglutina,883_0.wav,aɡlutina,alutina,False,1,noun
452,kuno,1478_0.wav,kuno,kuno,True,0,adjective
453,查看,215_0.wav,ʈʂʰa˧˥ kʰan˥˩,akan,True,9,verb
454,americanii,1125_0.wav,amerikanij,ameikani,False,2,noun
455,差不离,827_0.wav,ʈʂʰa˥˩ pu˧ li˧˥,apuli,True,10,noun
456,가시,585_0.wav,ka̠ɕʰi,kai,True,3,verb
457,難しい,366_0.wav,mɯzɯkaɕii,mzkai,False,4,adjective
458,ám,1124_0.wav,auːm,aum,True,1,verb
459,방음,370_0.wav,pa̠ŋɯm,pam,False,3,verb
460,balasan,8_0.wav,balasan,balasan,True,0,verb
461,tabú,1367_0.wav,taˈβu,tau,True,2,adjective
462,마시,616_0.wav,ma̠ɕʰi,mai,True,3,noun
463,aluniza,975_0.wav,aluniza,aluniza,True,0,noun
464,들리다,134_0.wav,tɯɭʎida̠,tida,True,4,verb
465,氯化物,998_0.wav,ly˥˩ xwa˥˩ u˥˩,lwau,False,10,noun
466,アースン,1055_0.wav,aːsɯɴ,as,True,3,noun
467,kerajaan,526_0.wav,kəradʒaʔan,kəadʒan,False,3,adjective
468,dasar,525_0.wav,dasar,dasa,True,1,adjective
469,lihat,83_0.wav,lihat,liat,True,1,verb
470,seamy,107_0.wav,ˈsimi,sini,False,2,adjective
471,diperbaiki,1043_0.wav,dipərbaiki,dipəbaiki,True,1,adjective
472,고니,1168_0.wav,ko̞ni,koni,True,1,noun
473,mabuk,180_0.wav,mabuʔ,mabu,True,1,adjective
474,abadi,416_0.wav,abadi,abadi,True,0,adjective
475,boli,1532_0.wav,boli,boli,True,0,verb
476,tripatouille,804_0.wav,tʁipatuj,tipatu,False,2,noun
477,gaja,621_0.wav,gaia,aia,True,1,noun
478,가루,1275_0.wav,ka̠ɾu,kau,True,2,noun
479,Afríka,1154_0.wav,aːfrika,afika,True,2,noun
480,Cid,888_0.wav,θið,it,False,2,verb
481,あんこ型,809_0.wav,aɴkogata,akoata,True,2,noun
482,두나이 강,861_0.wav,tuna̠i ka̠ŋ,tnaiɡaŋ,False,5,noun
483,가로놓이다,1414_0.wav,ka̠ɾo̞no̞ida̠,kaonoida,True,5,verb
484,áfrýja,1433_0.wav,auːfrija,aufia,False,3,verb
485,asusila,1193_0.wav,asusila,asusila,True,0,adjective
486,bizara,1212_0.wav,bizara,biza,False,2,adjective
487,capitularii,1546_0.wav,kapitularij,kapitulaij,True,1,noun
488,isaicu,1454_0.wav,isajku,isajku,True,0,adjective
489,uzukapi,1337_0.wav,uzukapi,zukapi,False,1,verb
490,kuraĝa,28_0.wav,kurad͡ʒa,kuadʒa,True,2,adjective
491,baian,831_0.wav,bajan,bajan,True,0,noun
492,줄이다,75_0.wav,t͡ɕuɾida̠,tsida,False,5,verb
493,抹布,1608_0.wav,ma˥˥ pu˥˩,mapu,True,5,noun
494,悲しい,65_0.wav,kanaɕii,kai,False,4,adjective
495,korvo,587_0.wav,korvo,kovo,True,1,verb
496,おけさ節,1272_0.wav,okesabɯɕi,okesa,False,4,noun
497,叱る,158_0.wav,ɕikaɾɯ,ika,True,3,verb
498,basarabean,984_0.wav,basarabĕan,basadan,False,4,adjective
499,可愛い,338_0.wav,kaɰᵝaii,kai,False,4,adjective
500,翼,613_0.wav,tsɯbasa,tsbasa,True,1,noun
501,goofy,476_0.wav,ˈɡufi,ufi,False,2,verb
502,أريتري,1471_0.wav,ʔiriːtrijj,itij,False,6,adjective
503,可以吗,1306_0.wav,kʰɤ˨˩˦ i˨˩˦ ma˧,kima,True,11,verb
504,diatur,703_0.wav,diatur,diatu,True,1,verb
505,갈비,1507_0.wav,ka̠ɭbi,kabi,True,2,noun
506,أشبك,1093_0.wav,ʔaʃibaka,ʃibak,False,3,verb
507,보시,581_0.wav,po̞ɕʰi,poi,True,3,verb
508,壮大,521_0.wav,soɯdai,sodai,True,1,adjective
509,gila,351_0.wav,gila,ila,True,1,adjective
510,aparataj,1189_0.wav,aparataʒ,apataʒ,False,2,noun
511,사실,159_0.wav,sʰa̠ɕʰiɭ,sai,True,5,verb
512,أكسجيني,1109_0.wav,ʔuksidʒiːnijj,uksdʒinij,False,4,noun
513,仔细观察,826_0.wav,tsɯ˨˩˦ ɕi˥˩ kwan˥˥ ʈʂʰa˧˥,sikwana,False,18,verb
514,berkilau,271_0.wav,bərkilau,bəkilau,True,1,verb
515,하하,574_0.wav,ha̠ɦa̠,a,False,5,verb
516,humida,471_0.wav,humida,umida,True,1,adjective
517,산란,462_0.wav,sʰa̠ɭɭa̠n,san,False,6,adjective
518,humida,865_0.wav,humida,umida,True,1,noun
519,takut,230_0.wav,takut,takut,True,0,verb
520,delikata,1597_0.wav,delikata,delikata,True,0,noun
521,암시하다,419_0.wav,a̠mɕʰiɦa̠da̠,amniada,False,6,verb
522,aduhai,1638_0.wav,aduhai,aduai,True,1,noun
523,암기하다,198_0.wav,a̠mɡiɦa̠da̠,aɡiada,False,5,verb
524,rahasia,73_0.wav,rahasia,asia,False,3,adjective
525,biadi,1298_0.wav,biadi,biadi,True,0,noun
526,인식하다,234_0.wav,inɕʰikʰa̠da̠,inikada,True,5,adjective
527,恥ずかしい,20_0.wav,hazɯkaɕii,azkai,False,4,adjective
528,akuisisi,1045_0.wav,akuisisi,akuisisi,True,0,noun
529,bi cảm,1143_0.wav,bi˧˥ kam˧˩˨,bikam,True,6,verb
530,イースター,1644_0.wav,iːsɯtaː,ista,True,3,noun
531,脇腹,598_0.wav,ɰᵝakibaɾa,akia,False,5,noun
532,절약하다,453_0.wav,t͡ɕʌ̹ɾja̠kʰa̠da̠,tsakada,False,10,verb
533,sekulara,435_0.wav,sekulara,skula,False,3,adjective
534,saluti,100_0.wav,saluti,saluti,True,0,verb
535,계산하다,97_0.wav,kje̞sʰa̠nɦa̠da̠,kjasanada,False,7,verb
536,dodii,1323_0.wav,dodij,dodij,True,0,noun
537,ＯＢ,1424_0.wav,oːbiː,obi,True,2,noun
538,murung,4_0.wav,muruŋ,muŋ,False,2,adjective
539,cronicarii,1416_0.wav,kronikarij,koniaj,False,4,noun
540,áo ngự,1057_0.wav,aw˩˧ ŋɯ˨ˀ˩ʔ,awŋ,True,8,noun
541,早く,23_0.wav,hajakɯ,ak,False,4,adjective
542,가갸글,1180_0.wav,ka̠ɡja̠ɡɯɭ,kaɡjaɡ,True,4,noun
543,tripartí,752_0.wav,tɾipaˈɾti,ipati,False,4,adjective
544,슬픔,237_0.wav,sʰɯɭpʰɯm,spm,True,5,verb
545,resanigi,19_0.wav,resanigi,sani,False,4,verb
546,가냐귀,1029_0.wav,ka̠ɲja̠ɡɥi,kajaɡi,False,4,noun
547,あら挽き,734_0.wav,aɾabiki,abiki,False,2,noun
548,sprüht,553_0.wav,ˈʃpɾyt,ʃit,False,4,verb
549,甲高い,250_0.wav,kaɴdakai,kadakai,True,1,adjective
550,내려디디기,1384_0.wav,nɛ̝ɾjʌ̹didiɡi,nɛadidiɡi,False,5,noun
551,aukana,775_0.wav,œiːkana,œkana,False,2,verb
552,amhar,1501_0.wav,amhar,ama,True,2,noun
553,caia,1581_0.wav,kaja,kaja,True,0,noun
554,aarónica,1153_0.wav,aaˈɾonika,ania,False,5,adjective
555,파란,105_0.wav,pʰa̠ɾa̠n,pan,False,5,adjective
556,いたし方,841_0.wav,itaɕikata,itaikata,True,1,noun
557,إبرام,932_0.wav,ʔibraːm,ibam,True,3,noun
558,bichas,1202_0.wav,bitʃas,bitʃas,True,0,noun
559,Pyjama,1336_0.wav,pyˈd͡ʒaːma,pdʒama,False,4,noun
560,migri,1643_0.wav,migri,mi,False,3,noun
561,자라다,146_0.wav,t͡ɕa̠ɾa̠da̠,tada,False,7,verb
562,이루다,45_0.wav,iɾuda̠,iuda,True,2,verb
563,rajdi,25_0.wav,raidi,aidi,True,1,verb
564,chip,718_0.wav,tʃip,tʃi,False,1,verb
565,blidaru,1343_0.wav,blidaru,biau,False,3,noun
566,musafirii,1480_0.wav,musafirij,musafi,False,3,noun
567,둥이,184_0.wav,tuŋi,tuŋi,True,0,verb
568,早く,709_0.wav,hajakɯ,ak,False,4,noun
569,瀬戸際,693_0.wav,setogiɰᵝa,setoia,True,3,noun
570,takut,199_0.wav,takut,takut,True,0,adjective
571,dril,1210_0.wav,dril,di,False,2,adjective
572,mochó,1629_0.wav,moˈtʃo,naʃo,False,4,noun
573,hlaupár,1122_0.wav,l̥œiːpaur,lipa,False,5,noun
574,２割,1247_0.wav,niɰᵝaɾi,niai,True,3,noun
575,balaban,1344_0.wav,balaban,balaban,True,0,adjective
576,마비,656_0.wav,ma̠bi,mabi,True,1,noun
577,búanna,789_0.wav,puːana,puana,True,1,noun
578,曲がり,599_0.wav,magaɾi,mai,False,3,noun
579,제안하다,270_0.wav,t͡ɕe̞a̠nɦa̠da̠,tanada,False,8,verb
580,귀밑,1004_0.wav,kɥimit̚,kɥimi,False,2,verb
581,almanacka,1072_0.wav,²'alːmanakːa,anaka,False,7,noun
582,구하다,307_0.wav,kuɦa̠da̠,kuada,True,3,verb
583,merasakan,712_0.wav,mərasakan,masakan,False,2,noun
584,aburrí,1617_0.wav,aβuˈri,aui,True,3,noun
585,勘察,842_0.wav,kʰan˥˥ ʈʂʰa˧˥,kana,True,9,verb
586,sinyal,61_0.wav,siɲal,siɲal,True,0,verb
587,ナイアス,704_0.wav,naiasɯ,naias,True,1,noun
588,의지하다,240_0.wav,ɰid͡ʑiɦa̠da̠,idiada,True,6,verb
589,피리,354_0.wav,pʰiɾi,pi,False,3,verb
590,可比,1033_0.wav,kʰɤ˨˩˦ pi˨˩˦,kai,False,10,verb
591,boto,1160_0.wav,boto,boto,True,0,noun
592,미루다,571_0.wav,miɾuda̠,mida,False,3,verb
593,jinak,257_0.wav,dʒinaʔ,dʒina,True,1,adjective
594,bonhava,741_0.wav,bonhava,monava,False,2,adjective
595,바다,114_0.wav,pa̠da̠,pada,True,2,adjective
596,cơ khí hóa,772_0.wav,kɤ˧˥ xi˩˧ hwa˩˧,kiwa,True,11,adjective
597,Afrodita,1289_0.wav,afrodita,afodita,True,1,adjective
598,sama,205_0.wav,sama,sama,True,0,adjective
599,analiza,1360_0.wav,analiza,analiza,True,0,verb
600,tawaran,398_0.wav,tawaran,awan,False,3,verb
601,나누기,377_0.wav,na̠nuɡi,nanɡi,False,2,verb
602,aŭdi,306_0.wav,audi,audi,True,0,verb
603,卖儿鬻女,911_0.wav,maɪ˥˩ aɻ˧˥ y˥˩ ny˨˩˦,mayny,False,15,verb
604,가리비,777_0.wav,ka̠ɾibi,kaibi,True,2,noun
605,不和,1553_0.wav,pu˥˩ xɤ˧˥,pu,True,7,verb
606,amonia,805_0.wav,amonia,amonia,True,0,noun
607,berbiau,1599_0.wav,bərbiau,bəbiau,True,1,noun
608,Ca-chiu-sa,1300_0.wav,ka˧˥-ciw˧˥-ʂa˧˥,kaiwa,True,10,verb
609,agarean,1013_0.wav,aɡarĕan,amalan,False,3,adjective
610,makan,143_0.wav,makan,makan,True,0,verb
611,秘密,1645_0.wav,mi˥˩ mi˥˩,mimi,True,5,noun
612,ababillaba,999_0.wav,aβaβiʎaβa,aia,False,6,verb
613,귀뚜라미,1305_0.wav,kɥit͈uɾa̠mi,kɥitami,False,4,noun
614,도시,186_0.wav,to̞ɕʰi,toi,True,3,adjective
615,가가하다,1021_0.wav,ˈka̠ːɡa̠ɦa̠da̠,kaɡada,False,8,noun
616,أسترالي,1200_0.wav,ʔusturaːlijj,ustalij,False,5,adjective
617,반응,374_0.wav,pa̠nɯŋ,panŋ,True,2,verb
618,mortiga,464_0.wav,mortiga,moia,False,3,adjective
619,airi,955_0.wav,airi,ai,False,2,noun
620,納屋,667_0.wav,naja,naja,True,0,noun
621,á sừng,938_0.wav,a˩˧ ʂɯŋ˦˨,aŋ,True,7,noun
622,도끼,264_0.wav,ˈto̞ːk͈i,poki,False,5,adjective
623,가급하다,1318_0.wav,ka̠ɡɯpʰa̠da̠,kaɡpada,True,5,verb
624,お淑やか,1293_0.wav,oɕitojaka,oitoaka,False,2,adjective
625,binan,765_0.wav,binan,binan,True,0,verb
626,タフ,313_0.wav,taɸɯ,ta,True,2,adjective
627,ガール,1028_0.wav,ɡaːɾɯ,ka,False,4,noun
628,koŝo,1535_0.wav,koʃo,ko,False,2,noun
629,zahir,498_0.wav,zahir,zsa,False,4,adjective
630,abajaban,798_0.wav,aβaxaβan,an,False,6,verb
631,disuadí,1403_0.wav,diswaˈði,iswai,False,3,adjective
632,올리다,132_0.wav,o̞ɭʎida̠,ida,False,5,verb
633,agârbiceanu,791_0.wav,aɡɨrbitʃ̩anu,aɡubitʃanu,False,3,noun
634,카파,494_0.wav,kʰa̠pʰa̠,kapa,True,4,adjective
635,أتن,1080_0.wav,ʔutun,atu,False,3,noun
636,Swahili,1041_0.wav,svahiːli,svaili,True,2,noun
637,사람,537_0.wav,ˈsʰa̠ːɾa̠m,sam,False,7,adjective
638,abdikasi,1488_0.wav,abdikasi,abikasi,False,1,noun
639,지시하다,293_0.wav,t͡ɕiɕʰiɦa̠da̠,tiada,False,8,verb
640,모토,161_0.wav,mo̞tʰo̞,moto,True,3,adjective
641,harian,694_0.wav,harian,aian,True,2,adjective
642,masam,295_0.wav,masam,masam,True,0,verb
643,範囲,649_0.wav,haɴi,ai,True,2,noun
644,karang,512_0.wav,karaŋ,kaŋ,False,2,adjective
645,baki,1115_0.wav,baki,baki,True,0,verb
646,marramáu,780_0.wav,maraˈmau,mamau,False,3,verb
647,misa,1321_0.wav,misa,misa,True,0,noun
648,疙疙瘩瘩,810_0.wav,kɤ˥˥ kɤ˧ ta˥˥ ta˥˥,kata,False,14,noun
649,編む,341_0.wav,amɯ,am,True,1,verb
650,あらいやだ,991_0.wav,aɾaijada,aiada,False,3,adjective
651,prisacaru,965_0.wav,prisakaru,pisakau,True,2,noun
652,mealy,156_0.wav,ˈmiɫi,mi,False,3,adjective
653,goo,428_0.wav,goo,o,False,2,adjective
654,pasu,1032_0.wav,pasu,asu,False,1,noun
655,آثر,934_0.wav,aːθara,a,False,5,noun
656,chum chúm,1354_0.wav,cum˧˥ cum˩˧,umum,True,7,noun
657,claudiqua,1474_0.wav,klodika,alodika,False,1,noun
658,أفلاطوني,942_0.wav,ʔaflaːtˤuːnijj,aunij,False,9,adjective
659,가닐,1594_0.wav,ka̠niɭ,kani,True,2,noun
660,為になる,502_0.wav,tameninaɾɯ,kamanina,False,4,verb
661,baicea,1421_0.wav,bajtʃ̩a,batʃa,False,2,noun
662,mewakili,359_0.wav,məwakili,məwakili,True,0,verb
663,brujo,1449_0.wav,bɾuxo,bu,False,3,verb
664,一贯,912_0.wav,i˧˥ kwan˥˩,iwan,False,6,verb
